customerID,Churn,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,customer.tenure,phone.PhoneService,phone.MultipleLines,internet.InternetService,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.Contract,account.PaperlessBilling,account.PaymentMethod,account.Charges.Monthly,account.Charges.Total,Cuentas_Diarias
4913-EHYUI,1,Male,1,1,1,56,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Bank transfer (automatic),104.55,5794.65,3.436883629
4915-BFSXL,0,Male,0,1,1,70,1,1,DSL,1,0,1,0,1,0,Two year,0,Credit card (automatic),68.95,4858.7,2.26660092
4918-FYJNT,0,Female,1,1,0,55,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,90.45,5044.8,2.973372781
4918-QLLIW,1,Male,0,0,0,3,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Credit card (automatic),53.4,188.7,1.755424063
4919-IKATY,1,Male,0,1,1,5,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Electronic check,84.5,453.75,2.777777778
4919-MOAVT,1,Male,0,0,1,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.65,220.1,2.289612097
4922-CVPDX,0,Female,0,1,0,26,1,0,DSL,0,1,1,0,1,1,Two year,1,Credit card (automatic),73.5,1905.7,2.41617357
4923-ADWXJ,0,Female,0,0,0,25,1,0,DSL,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),65.8,1679.65,2.163050625
4925-LMHOK,1,Male,0,0,0,15,1,1,DSL,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),58.6,939.7,1.926364234
4926-UMJZD,0,Female,0,1,0,31,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,49.2,1498.55,1.617357002
4927-WWOOZ,0,Male,0,1,0,2,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,91.45,171.45,3.006245891
4929-BSTRX,1,Female,0,0,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,53.55,53.55,1.76035503
4929-ROART,0,Male,0,0,0,18,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,56.25,969.85,1.849112426
4929-XIHVW,0,Male,1,1,0,2,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),95.5,181.65,3.139381986
4931-TRZWN,0,Female,0,0,0,13,1,0,DSL,1,0,0,0,1,1,Month-to-month,1,Electronic check,71.95,923.85,2.36522025
4933-BSAIP,0,Female,0,1,0,40,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.1,780.1,0.627876397
4933-IKULF,0,Female,1,0,0,17,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.65,330.6,0.678829717
4936-YPJNK,0,Female,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.9,199.45,0.654174885
4937-QPZPO,0,Male,0,1,1,61,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,99.9,6241.35,3.284023669
4939-KYYPY,0,Male,0,0,0,27,1,1,DSL,0,0,1,1,0,0,Month-to-month,0,Electronic check,59.45,1611.65,1.954306377
4940-KHCWD,0,Female,0,1,0,60,0,0,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),37.7,2288.7,1.239316239
4942-VZZOM,0,Male,0,1,0,64,1,1,DSL,1,0,0,0,1,0,One year,1,Credit card (automatic),66.15,4392.5,2.174556213
4945-RVMTE,0,Female,0,0,0,28,1,0,DSL,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),59.55,1646.45,1.957593688
4946-EDSEW,1,Female,0,1,1,11,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.25,180.3,0.632807364
4947-DSMXK,0,Male,0,1,1,34,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),97.7,3410,3.211702827
4948-WBBKL,0,Female,1,0,0,36,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.9,2659.45,2.462195924
4950-BDEUX,0,Male,0,0,0,35,0,0,DSL,0,0,1,0,1,1,Month-to-month,0,Electronic check,49.2,1701.65,1.617357002
4950-HKQTE,0,Female,0,0,0,22,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,26.25,605.9,0.862919132
4951-UKAAQ,1,Female,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,88.95,355.2,2.924063116
4952-YSOGZ,1,Female,0,1,1,4,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.95,381.3,2.825443787
4955-VCWBI,0,Female,0,1,1,43,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20,817.95,0.657462196
4957-SREEC,0,Male,0,1,1,70,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.35,1458.1,0.668967784
4957-TIALW,0,Female,0,0,1,15,1,0,DSL,1,1,1,1,0,0,One year,0,Credit card (automatic),65.6,1010,2.156476003
4957-TREIR,0,Male,0,0,0,3,1,0,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),64.4,195.65,2.117028271
4958-GZWIY,1,Male,0,1,1,7,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,48.7,340.25,1.600920447
4958-XCBDQ,1,Male,1,0,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.4,3496.3,3.333333333
4959-JOSRX,1,Female,0,1,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.6,80.55,1.466140697
4962-CHQPW,0,Male,0,0,1,29,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.85,535.05,0.652531229
4967-WPNCF,0,Male,0,0,0,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),63.7,4464.8,2.094017094
4971-PUYQO,1,Female,0,0,0,27,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,94.55,2724.6,3.108152531
4973-MGTON,0,Female,0,1,0,71,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),84.4,5969.3,2.774490467
4973-RLZVI,0,Female,0,0,0,30,1,0,DSL,1,1,1,1,1,0,One year,0,Credit card (automatic),74.65,2308.6,2.453977646
4976-LNFVV,0,Male,1,1,0,19,0,0,DSL,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),34.3,577.15,1.127547666
4979-HPRFL,0,Male,0,1,1,56,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.15,1402.25,0.793885602
4980-URKXC,0,Male,0,1,0,36,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.85,720.05,0.685404339
4981-FLTMF,0,Female,0,1,1,57,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),65.2,3687.85,2.143326759
4983-CCWMC,0,Male,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.6,207.4,2.287968442
4983-CLMLV,0,Female,0,1,0,52,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Credit card (automatic),102.7,5138.1,3.376068376
4986-MXSFP,0,Female,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20,40.9,0.657462196
4987-GQWPO,0,Male,0,0,0,17,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),25.1,382.8,0.825115056
4988-IQIGL,1,Male,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.35,75.35,2.476988823
4989-LIXVT,0,Male,1,0,0,68,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,95.9,6503.2,3.152531229
4990-ALDGW,0,Male,0,0,0,57,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.75,1118.8,0.682117028
4992-LTJNE,0,Male,0,1,1,72,1,1,DSL,1,0,0,0,0,0,Two year,0,Bank transfer (automatic),55.3,3983.6,1.817882972
4993-JCRGJ,0,Male,0,0,0,26,1,1,Fiber optic,0,0,1,1,0,0,Month-to-month,1,Mailed check,84.3,2281.6,2.771203156
4994-OBRSZ,0,Male,0,0,1,14,1,0,DSL,1,1,1,1,0,1,Two year,0,Bank transfer (automatic),76.1,1054.8,2.501643655
4998-IKFSE,0,Female,0,0,0,30,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,0,Electronic check,100.45,3096.9,3.302103879
4999-IEZLT,0,Male,0,0,0,66,0,0,DSL,0,0,0,1,0,0,One year,0,Credit card (automatic),29.45,1983.15,0.968113083
5002-GCQFH,0,Male,0,1,0,49,1,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),93.85,4733.1,3.085141354
5003-OKNNK,0,Female,0,1,1,15,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),20.35,335.95,0.668967784
5003-XZWWO,0,Male,0,1,0,71,1,1,DSL,0,1,1,1,1,1,Two year,0,Credit card (automatic),84.2,5956.85,2.767915845
5006-MXVRN,0,Female,0,0,0,39,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.7,762.45,0.680473373
5010-IPEAQ,0,Female,0,1,1,67,0,0,DSL,1,1,1,1,1,0,Two year,0,Credit card (automatic),54.2,3623.95,1.781722551
5012-YSPJJ,0,Male,0,1,1,31,1,0,DSL,0,0,1,1,0,0,Month-to-month,0,Mailed check,54.35,1647,1.786653517
5013-SBUIH,1,Female,0,0,0,50,1,1,Fiber optic,1,1,0,1,1,1,Two year,1,Electronic check,109.65,5551.15,3.604536489
5014-GSOUQ,0,Male,0,0,0,13,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.95,243.65,0.65581854
5014-WUQMG,0,Male,0,1,1,47,1,0,Fiber optic,1,1,1,0,0,1,One year,1,Electronic check,96.1,4391.45,3.159105851
5016-ETTFF,1,Male,0,0,0,10,0,0,DSL,0,0,1,0,0,0,Month-to-month,0,Mailed check,29.5,255.25,0.969756739
5016-IBERQ,0,Male,0,1,0,23,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Electronic check,84.25,1968.1,2.7695595
5016-LIPDW,0,Male,0,1,1,57,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.4,1061.6,0.63773833
5018-GWURO,0,Female,0,1,0,56,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),85.6,4902.8,2.813938199
5018-HEKFO,0,Female,0,0,0,10,1,1,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,24.5,270.15,0.80539119
5018-LXQQG,0,Female,0,1,1,30,1,0,DSL,1,0,0,1,0,1,Month-to-month,0,Bank transfer (automatic),66.3,1923.5,2.179487179
5019-GQVCR,0,Male,1,0,0,43,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.85,3645.6,2.789283366
5020-ZSTTY,1,Female,1,0,0,54,1,1,DSL,1,1,0,1,1,1,One year,0,Bank transfer (automatic),82.45,4350.1,2.710387903
5022-JNQEQ,0,Female,0,1,1,9,1,0,Fiber optic,0,0,0,1,0,0,Month-to-month,1,Electronic check,75.85,647.5,2.493425378
5022-KVDQT,0,Male,0,0,0,27,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,81.3,2272.8,2.672583826
5025-GOOKI,0,Female,0,0,0,20,1,0,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),18.9,347.65,0.621301775
5027-QPKTE,1,Male,0,1,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.35,451.1,2.279750164
5027-XWQHA,1,Male,0,0,0,6,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.75,270.95,1.471071663
5027-YOCXN,0,Male,0,1,1,51,1,1,Fiber optic,1,1,0,1,1,1,One year,0,Credit card (automatic),110.05,5686.4,3.617685733
5028-GZLDO,1,Male,0,0,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),70.7,140.7,2.324128863
5028-HTLJB,1,Male,1,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.05,20.05,0.659105851
5032-MIYKT,0,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.7,70.7,2.324128863
5032-USPKF,0,Female,0,0,0,38,1,1,DSL,1,1,1,0,1,1,One year,0,Bank transfer (automatic),84.1,3187.65,2.764628534
5035-BVCXS,0,Male,0,0,0,11,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Mailed check,75.9,866.4,2.495069034
5035-PGZXH,0,Female,0,0,0,56,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,106.8,5914.4,3.510848126
5038-ETMLM,0,Female,0,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),113.65,8182.75,3.736028928
5039-LZRQT,0,Female,0,0,0,13,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.2,273.25,0.664036818
5043-TRZWM,0,Female,0,0,0,1,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,75.55,75.55,2.483563445
5044-LRQAQ,0,Female,0,1,0,7,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.2,477.55,2.274819198
5044-XDPYX,0,Female,0,1,0,51,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,25.5,1281.25,0.8382643
5046-NUHWD,0,Female,1,1,0,29,0,0,DSL,1,0,1,0,0,1,Month-to-month,1,Electronic check,45,1228.65,1.479289941
5047-LHVLY,1,Male,1,0,1,1,1,0,DSL,0,0,1,0,0,0,Month-to-month,1,Mailed check,50.15,50.15,1.648586456
5049-GLYVG,1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.6,20.6,0.677186062
5049-MUBWG,0,Male,0,0,0,26,1,0,DSL,1,0,0,1,1,1,One year,0,Bank transfer (automatic),75,1908.35,2.465483235
5052-PNLOS,1,Male,0,0,0,3,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),105.35,323.25,3.463182117
5054-IEXZT,1,Male,0,0,1,1,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,75.35,75.35,2.476988823
5055-BRMNE,0,Female,0,1,1,67,1,1,Fiber optic,1,0,0,1,1,1,Two year,0,Credit card (automatic),106.7,7009.5,3.507560815
5055-MGMGF,0,Female,0,1,0,65,1,1,Fiber optic,1,0,1,0,1,1,Month-to-month,1,Electronic check,105.05,6914.95,3.453320184
5056-FIMPT,0,Female,0,0,1,43,1,0,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),106,4532.3,3.484549638
5057-LCOUI,1,Female,0,0,0,39,0,0,DSL,0,0,1,0,1,1,Month-to-month,1,Electronic check,50.75,2011.4,1.668310322
5057-RKGLH,0,Female,0,1,1,9,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.35,191.1,0.668967784
5060-TQUQN,0,Male,0,1,1,30,1,1,Fiber optic,0,1,0,1,0,0,Month-to-month,1,Bank transfer (automatic),83.55,2570.2,2.746548323
5061-PBXFW,0,Female,0,1,1,32,1,0,DSL,1,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),61.4,1864.65,2.018408941
5062-CJJKH,0,Male,0,1,1,25,1,0,DSL,0,1,1,0,0,0,One year,0,Mailed check,53.65,1355.45,1.763642341
5063-IUOKK,0,Male,0,0,0,13,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.75,265.75,0.649243918
5066-GFJMM,0,Female,0,1,0,3,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.9,45.75,0.654174885
5067-DGXLL,0,Male,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,36.8,0.665680473
5067-WJEUN,0,Male,0,1,1,67,1,0,DSL,1,1,0,0,0,0,Two year,1,Bank transfer (automatic),54.2,3838.2,1.781722551
5067-XJQFU,0,Male,1,1,1,66,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Electronic check,108.45,7076.35,3.565088757
5071-FBJFS,0,Female,0,1,1,4,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,50.3,217.1,1.653517423
5073-RZGBK,0,Female,0,1,1,50,1,1,DSL,1,1,1,1,0,1,One year,1,Bank transfer (automatic),80.05,4042.2,2.631492439
5073-WXOYN,1,Female,0,0,0,60,0,0,DSL,0,1,0,0,1,1,Month-to-month,1,Electronic check,50.8,3027.4,1.669953978
5074-FBGHB,0,Male,0,0,0,64,1,1,Fiber optic,0,0,1,1,1,1,One year,1,Credit card (automatic),104.65,6889.8,3.44017094
5075-JSDKI,0,Female,0,0,0,59,1,1,No,0,0,0,0,0,0,Two year,0,Electronic check,24.45,1493.1,0.803747535
5076-YVXCM,0,Male,0,0,0,51,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,0,Bank transfer (automatic),83.4,4149.45,2.741617357
5077-DXTCG,1,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.3,45.3,1.489151874
5081-NWSUP,0,Female,0,0,0,10,1,0,DSL,0,1,0,1,0,1,One year,0,Mailed check,64.9,685.55,2.133464826
5084-OOVCJ,0,Female,0,1,1,17,1,0,DSL,1,0,0,1,0,0,Month-to-month,1,Credit card (automatic),55.35,920.5,1.819526627
5087-SUURX,1,Female,0,1,0,18,0,0,DSL,0,0,1,0,1,0,Month-to-month,1,Electronic check,39.05,669.85,1.283694938
5088-QZLRL,0,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.65,20.65,0.678829717
5089-IFSDP,1,Female,0,1,0,58,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Bank transfer (automatic),109.45,6144.55,3.597961867
5090-EMGTC,0,Female,0,1,0,59,1,0,Fiber optic,0,1,0,1,1,1,Two year,1,Mailed check,100.05,6034.85,3.288954635
5091-HFAZW,0,Female,0,0,0,2,1,0,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Electronic check,91.15,168.5,2.996383958
5092-STPKP,0,Female,0,0,0,24,1,0,DSL,1,0,0,1,0,0,Month-to-month,0,Credit card (automatic),56.35,1381.2,1.852399737
5093-FEGLU,0,Female,0,1,0,47,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.65,921.55,0.645956607
5095-AESKG,1,Female,0,1,0,3,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),91.5,242.95,3.007889546
5095-ETBRJ,0,Female,0,1,0,55,1,0,DSL,1,1,0,1,0,0,Two year,0,Mailed check,56.8,3112.05,1.867192636
5099-BAILX,1,Male,1,1,1,43,1,1,Fiber optic,0,1,1,1,1,1,Month-to-month,1,Bank transfer (automatic),110.75,4687.9,3.64069691
5103-MHMHY,1,Female,0,0,1,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,45.95,45.95,1.510519395
5108-ADXWO,1,Male,0,0,0,11,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,73.5,791.75,2.41617357
5110-CHOPY,0,Female,0,0,0,60,0,0,DSL,1,0,1,0,1,1,Two year,0,Electronic check,53.6,3237.05,1.761998685
5115-GZDEL,0,Male,0,0,1,72,0,0,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),67.2,4671.7,2.209072978
5115-SQAAU,0,Female,0,1,1,69,1,1,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),25.6,1673.4,0.841551611
5117-IFGPS,0,Male,1,1,0,29,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.3,2357.75,2.771203156
5117-ZSMHQ,0,Female,0,1,1,71,1,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),89.9,6342.7,2.955292571
5118-MUEYH,0,Female,0,1,0,48,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Credit card (automatic),105.1,5083.55,3.45496384
5119-KEPFY,0,Male,0,1,0,36,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),95,3440.25,3.122945431
5119-NZPTV,0,Male,1,1,0,2,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.1,141.65,2.304404997
5120-ZBLAI,0,Female,0,1,0,50,1,1,DSL,0,0,1,0,1,1,One year,0,Bank transfer (automatic),75.7,3876.2,2.488494412
5122-CYFXA,0,Female,0,0,0,3,1,0,DSL,0,1,0,1,1,1,Month-to-month,1,Electronic check,75.3,244.1,2.475345168
5124-EOGYE,0,Male,0,0,0,31,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.45,638.55,0.672255095
5125-CNDSP,0,Male,0,0,1,63,0,0,DSL,1,1,0,1,0,0,One year,1,Bank transfer (automatic),40.6,2588.95,1.334648258
5126-RCXYW,0,Male,0,1,1,54,0,0,DSL,0,0,1,1,0,1,Two year,0,Credit card (automatic),46,2424.05,1.512163051
5127-BZENZ,0,Female,0,1,1,56,1,1,DSL,1,0,0,0,1,0,One year,0,Bank transfer (automatic),65.2,3512.15,2.143326759
5129-HHMZC,0,Female,0,1,0,43,1,1,DSL,1,1,0,1,1,1,Two year,0,Credit card (automatic),86.45,3574.5,2.841880342
5129-JLPIS,0,Male,0,0,0,25,1,0,Fiber optic,1,0,1,1,1,1,Month-to-month,1,Electronic check,105.5,2686.05,3.468113083
5130-IEKQT,1,Male,1,0,0,25,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Mailed check,105.95,2655.25,3.482905983
5130-YPIRV,0,Female,0,1,0,62,1,0,DSL,1,1,1,0,1,0,Two year,1,Credit card (automatic),72,4284.2,2.366863905
5131-PONJI,0,Male,0,1,1,49,1,0,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Credit card (automatic),90.4,4494.65,2.971729126
5133-POWUA,0,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,45.8,45.8,1.505588429
5133-VRSAB,0,Male,0,0,0,8,0,0,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,29.35,216.45,0.964825773
5134-IKDAY,1,Female,0,1,1,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.8,69.8,2.294543064
5135-GRQJV,0,Male,1,1,0,72,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Mailed check,114.5,8331.95,3.763971072
5135-RDDQL,0,Female,0,1,1,63,1,0,DSL,1,0,0,0,0,0,Two year,1,Bank transfer (automatic),50.65,3221.25,1.665023011
5136-GFPMB,0,Male,0,0,0,54,1,1,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Credit card (automatic),89.4,4869.5,2.938856016
5136-KCKGI,1,Female,0,1,1,33,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Mailed check,103.7,3467,3.408941486
5136-RGMZO,0,Male,0,0,0,31,1,1,DSL,0,1,0,1,1,0,Month-to-month,1,Electronic check,71.05,2168.15,2.335634451
5138-WVKYJ,1,Male,0,0,0,10,1,1,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Electronic check,98.55,1008.55,3.23964497
5140-FOMCQ,0,Female,0,1,0,59,1,1,Fiber optic,1,1,1,0,1,1,One year,1,Credit card (automatic),109.15,6557.75,3.588099934
5141-ZUVBH,0,Female,0,0,1,9,1,0,Fiber optic,1,0,1,1,0,1,Month-to-month,0,Bank transfer (automatic),93,870.25,3.057199211
5143-EGQFK,1,Female,1,0,0,10,0,0,DSL,0,0,0,1,0,0,Month-to-month,1,Electronic check,29.65,291.4,0.974687705
5143-WMWOG,1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,19.95,19.95,0.65581854
5144-PQCDZ,0,Male,0,0,0,4,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.95,59.25,0.65581854
5144-TVGLP,0,Male,1,0,0,38,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Electronic check,94.75,3653,3.114727153
5146-CBVOE,0,Female,0,0,0,16,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),75.1,1212.85,2.468770546
5146-YYFRZ,0,Male,0,0,0,67,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.95,1311.75,0.65581854
5148-HKFIR,0,Female,0,0,0,20,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.7,406.95,0.647600263
5148-ORICT,0,Female,0,1,0,64,1,0,DSL,1,1,1,1,0,1,Two year,1,Mailed check,74.35,4759.55,2.444115713
5149-CUZUJ,0,Male,0,1,1,28,1,0,Fiber optic,0,1,1,1,1,0,One year,0,Bank transfer (automatic),92.9,2768.35,3.0539119
5149-QYTTU,0,Female,0,1,1,71,1,1,Fiber optic,1,1,1,1,0,0,One year,1,Credit card (automatic),95.15,6770.85,3.127876397
5149-TGWDZ,0,Female,0,0,0,21,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Mailed check,104.55,2239.4,3.436883629
5150-ITWWB,0,Male,1,0,0,3,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.85,335.75,3.118014464
5150-LJNSR,0,Male,0,1,1,31,1,1,Fiber optic,1,0,1,0,1,0,One year,0,Bank transfer (automatic),98.05,3082.1,3.223208416
5151-HQRDG,0,Male,0,1,0,37,1,1,DSL,1,0,0,0,0,0,Month-to-month,1,Mailed check,55.05,2030.75,1.809664694
5153-LXKDT,0,Male,0,1,1,68,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,110.2,7467.5,3.6226167
5153-RTHKF,0,Female,0,0,0,34,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,0,Electronic check,85.35,2896.6,2.805719921
5154-VEKBL,1,Female,0,0,0,9,0,0,DSL,1,0,1,1,1,1,Month-to-month,0,Mailed check,58.5,539.85,1.923076923
5155-AZQPB,0,Female,0,1,1,28,1,1,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,49.9,1410.25,1.640368179
5156-UMKOW,0,Female,0,0,1,3,0,0,DSL,0,1,0,0,0,0,Month-to-month,0,Mailed check,29.65,90.05,0.974687705
5158-RIVOP,0,Female,0,1,1,11,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.9,202.3,0.687047995
5159-YFPKQ,1,Female,0,0,0,2,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Electronic check,75.8,160.75,2.491781723
5160-UXJED,0,Male,0,0,1,17,1,0,DSL,0,0,0,0,0,0,One year,0,Mailed check,44.6,681.4,1.466140697
5161-UBZXI,0,Male,0,1,1,69,1,0,Fiber optic,1,1,0,1,1,1,Two year,1,Credit card (automatic),106.35,7261.75,3.496055227
5161-XEUVX,0,Male,0,1,0,37,1,1,Fiber optic,0,0,1,1,1,0,Two year,0,Mailed check,94.3,3460.95,3.099934254
5167-GBFRE,1,Male,1,0,0,4,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),25.2,102.5,0.828402367
5167-ZFFMM,1,Male,0,0,0,1,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Credit card (automatic),90.85,90.85,2.986522025
5168-MQQCA,0,Female,0,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),108.5,8003.8,3.566732413
